asin,summaryReview
B001NS9FO0,"['Haggar + Micro Polyester = Good Product', 'Very nice trousers at great price--and unusual sizes', 'Nice, well priced slacks for the work place.', 'A best buy!', 'Looks cheap.', 'nice pants', 'Great price, good pants, decent durability', 'Very elegant dress / professional dress slacks', 'Extremely comfortable', 'Great Slacks!  Order with confidence!', 'nice pants', 'Best slacks on the market, IMO.', 'smooth pant', 'Runs a little big', 'Best Pants you can buy', 'Nice, relaxed fit, but...', 'Haggar Pants', ""Can't beat it."", 'Comfortable with good value', 'just fine', 'Very Bad', 'Amazing Pants!', 'Very comfortable yet close-fit dressy pants', 'a bit long', 'Awsome as advertised', 'Great look, great fit!', 'summer weight thin', 'Beautifully made.', 'pants', ""haggar men's dress slacks"", 'Wish I had done it sooner', 'Sticky labels, stickum does not come off!', 'Classy Pants', 'Excellent Pants', 'good looking pant', 'Durable, Comfortable, Great Looking', ""Haggar Men's Expandable Waist Pleated Dress Pant"", 'elegant', 'Love them!', 'Compare to Ralph Lauren', 'Not a fan.  Returned them.', 'great', 'Excellent', 'Good look, Good Feel', 'Good quality', 'PANTS THAT FIT', 'Good wearable', 'A Bit Light, But Do the Trick', 'Amazing Dress Slacks', 'Nice', ""Haggar Men's Mynx Gabardine Hidden Expandable Waist Pleated Dress Slack""]"
B001NXBVY2,"['Comfy shoes for flat feet/fallen arches', 'FitFlop Walkstar 3 Metallic', 'FitFLip Walkstar', 'Uncomfortable', 'Love Fitflops but not the price', 'These are comfortable !', 'LOVE these', 'Comfortable', 'I LOVE FitFlops!!!', 'Very comfortable and stylish!', 'Love these!', 'Four Stars', 'Great Sandal', 'Great shoes', 'Great shoe!', 'Fitflops', 'Grreat comfy footwear', 'Pretty, but too small', 'FitFlops are the best', 'Love these!', 'Great Support!!', 'love them', ""Love 'em"", 'Love FitFlops', 'Gave me blisters!', 'Slight adjustment needed in toe area/easy fix....read on...', 'Fitflop Walkstar 3 Metallic Sandal, Bronze', 'Very Comfortable sandals.', 'Love Fit Flips', 'Uncomfortable', 'fitflops', 'Third pair', 'Tight fit', 'Fitflops purchases via amazon', 'Five Stars', 'Great deal on great sandals', 'great shoes', 'I Love FitFlops!', 'Second pair!', 'Original Fit', 'Toe Post Too Thick', 'Fit flop', 'Cute shoe!', 'Nice Color', 'Love these shoes.', 'Best sandals in town!', 'Best shoes for support and toning', 'Comfortable shoes', 'Love them', 'They Fit and they Flop!', 'pretty and comfy', 'This was the first pair...', 'Heard so much about them', 'First Try', 'Great for everyday wear', ""So glad I didn't return them!"", ""FitFlop Women's Walkstar 3 Metallic Sandal Sandal,Bronze,6 M US"", 'sandal too small for me', 'Great Jean!']"
B001O9BEHO,"['You can buy by waist size', 'Best damn underware... ever', 'Poor Fit - Big Price', 'Happy husband, happy life!', 'I don&#8217;t like the low-rider briefs so I opted to try these ...', 'Not baggy at the crotch or legs', 'Huge, oversized, high hip', 'Dockers Briefs', 'very good fit', 'This are the best full support briefs on the market!', 'Quality product but cut very full', 'Very nice', 'At long last', 'Very High Quality', 'briefs', ""good men's underwear"", 'Super briefs', 'soft cotton but not as full cut as JC Penneys', 'briefs', 'good brief', 'Finally a happy husband!', 'Made to last.', 'They FIT', 'Great fit', 'BRIEFS', 'Quality and price are good.', 'The four pack is a great value', ""The other reviews are right...buy 'em!"", ""The waist sizes are the same as they have always been on these briefs - and that's great!"", 'Great Product!', 'Comfortable, ""Secure"" Fit', 'Big improvement over Jockey', 'Return to Quality and Comfort', 'Comfortable Waistband', 'Love my Dockers!', 'Amazon ratings drove my purchase on these soft underwear.', 'Comfy and well made', 'Soft, softer, softest', 'The Best', 'These are a step up from the usual undies', 'PERFECT!', 'These are great!', 'Comfortable underwear', 'Dockers briefs fit my wheat belly fine though expensive.', 'Full Rise Comfort', 'Great underwear!', 'I Wear No Other Brand of Underwear', 'Well made', ""Best brief I've worn"", 'My ""Jockey"" replacement.', 'Comfortable fit', 'Good fit', 'Expensive but very comfortable!', 'Husband likes these', 'Good underpants. Feel comfortable. Wash well.', 'they fit goog']"
B001PO6J6O,"['Excellent.', 'Good Fit, Comfortable', 'Bra', 'supportive', 'Comfy.', 'Not a good purchase', 'Love this bra!', 'Great Minimizer!', 'Too many bones.', 'Fits well but color was a bit off', 'Comfortable', 'Very Comfortable and Great Support', 'like this alot', 'Excellent if a little short lived', 'digs into shoulders', 'Love this bra!', 'The Best Bra Ever!', 'The Best Bra EVER!!!', 'great fit', 'Meh...', 'Tight!', 'Very Comfortable', 'Right size but very tight...', 'overall, it is comfortable', ""Bali's womens passion for comfort bra."", 'Great Bra!!!!!', 'Fairly comfortable', 'Perfect  fit', 'Comfortable - Lasted a Long Time', 'Love it', 'Runs small!', 'Love it', 'Excellent Fit and Would buy again', 'Purchased same brand at the store!  Love them!!!', 'Great bra for those of us with implants...', 'Straps dig in', 'Band runs small, cups are a full size smaller than they should be', 'Amazing bra for well endowed women', 'Great', ""Can't live without these! So glad I can buy them on Amazon"", 'Bra Fits Great!', 'Nice bra', ""The best bra I've ever owned."", 'Good bra', 'Like The Look, But...', ""It's ok"", 'Love it', 'Pop-out', ""perfect for shirts that don't fit quite right"", 'Cups run a little small', 'Comfort and Support at a great price!!', 'runs very small', 'Shoulder straps irritates my shoulders', 'My favorite', 'Comfy', 'Strap length for a child', 'VERY THIN BRA.', 'Comfortable but Not Appealing', 'Good minimizer, but needs better straps', 'Very nice', 'Comfortable!', 'need shoulder padding', 'Love this bra!', 'These are great bras!', 'Bali Bra', 'Great bras and DDD works if you are an F!', 'Best Mininizer Bra Ever', 'Good fit', 'so comfortable', 'Was not what I expected', 'Bali makes great bras', 'Comfortable']"
B001Q5QLP6,"['NOT YELLOW/GREY!', 'Perfect', 'Keen Whisper Sandal', 'Light and durable', 'Sliding out the Back', ""Keen Woman's Whisper"", 'Very light and. Comfortable', 'Great Little Shoe -', ""Love 'em"", 'Runs small for me!', 'great shoe', 'keens have changed', ""Love 'em!"", 'They fit!', 'Great Sandals', 'Comfort and great looks', 'Excellent Fit and super Comfy and Good Looking', 'Heel too small - no way to really adjust', 'Just a smidge bigger than expected', 'I love these shoes', 'Excellent sandals.', 'Amazing shoes for travel, walking in various elements', 'Great Comfort', 'Always the best shoe', 'Could wear every day!', 'Great sandals at a great price!', 'LOVE these shoes!', 'Very nice shoe', 'no blisters', 'Size 5 is too small and narrow for my feet', 'Purchased for Hawaii vacation', 'Good', 'Love them', 'Comfortable and Durable are my Keens', 'Love these shoes', 'Perfect fit', 'Comfy and cool', 'Right out of the box review...', 'Wish I could afford every color!', 'Where have these been all my life!?', 'Comfortable and handsome', 'Love these shoes!', 'Whisper Sandal', 'FOR NARROW FEET!', ""It's great for short term use"", 'Awesome sandal!', 'Love them!', 'Whisper vs Newport H2', 'KEEN Sandal', 'Very comfy, keep you cool, keep you warm - perfect for summer travel', 'Run Small', 'Love my Keens!', 'Wonderful shoes!', 'Yummie Color', 'What a comfortable sandal!', ""KEEN Women's Whisper Sandal"", 'Great Sandals', 'Great water shoes', 'Light as a whisper, and super-comfortable too!', 'Wonderfully comfortable from day 1', 'Wide Foot? Cant Beat Keen', 'Great Shoe', 'Comfort!!', 'Buy these', 'Just what I was looking for', 'Comfy/Sturdy', 'True to size and super comfy', 'Love love LOVE!', 'Very Comfortable & Fit Like My Other Keen Shoes', 'second pair', 'Buy like a tennis shoe in size', ""First pair if Keens, won't be the last."", 'These sandals are soooo comfortable, and right out of the box.', 'Comfy and practical', 'Light and Comfortable', 'Excellent build, color, fit, etc', 'Fabulous shoe!', 'perfect buy', 'Light and comfortable', 'Awesome!', 'Better than the Venice for narrow feet', 'Perfect dog walking shoe for the summer.', 'Watch the sizing', 'Surprised!', 'So comfy, so versatile', 'Comfy feet', 'Great Water Shoe', 'Problem in sizing', 'Keens are the Best', 'Big improvement.', 'Love these sandals!', 'Perfect sandal', 'Wish I had bought these sooner, definitely a keeper.', 'My third pair', 'Color not like it looked on the computer', ""It's a KEEN, guys! :)"", 'keen whisper sandals', ""feel good although haven't had a real outing yet"", 'Love, love, love but order a 1/2 size up', 'Excellent shoe', 'comfortable walking shoes', 'Love them!', 'Good sandals!', 'Newest favorite shoes', 'Love these', ""wonderful shoes for my kid's growing feet"", 'Great Sandals!', 'So comfortable!', 'Comfortable & versatile', 'Comforable sandal', ""Don't leave home without them!"", 'Very light weight and super comfortable', 'Keentastic!', 'Very comfortable walking sandal', 'Favorite river shoe', 'LOVE KEEN SHOES!!!', 'My second pair', 'LOVE!!', 'Great Neutral', 'long and narrow in size 11 plus little toe hits strangely', 'Comfy and cushioned...Love them!', 'For me, runs half size large.', 'Product OK, Correctness of Shipment, NOT', 'Love this shoe!', 'Comfy Keen', 'Wonderful Keen Sandle', 'highly recommend', 'Super Comfy-Love Them!', 'Love the shoe', 'Ahhhh....so comfortable', 'Beach buddy.', 'So much better!', 'Love my beautiful Keen sandals.', 'My Favorite Shoes', 'I like the shoe but is too short.', 'Great hiking shoes', ""Can't wear with ortho insert"", 'great florida sandal']"
B001TB5MUM,"['Great Pants', 'Overall pretty great pants', 'Light Weight and Functional', 'True to size', 'Exhibit.', 'Amazingly comfortable and useful', 'Absolutely fantastic pants!', 'Awesome fit with great features', 'love it', 'The best pair of pants that will ever look horrible on you', 'Fit was off, way too baggy, had to return it...', 'The hype is real!', 'Good', 'Lots of pockets, unusual configuration', 'This is comfortable, practical and fit pair of pants', 'Excellent wear', 'Great pants, lousy service...', 'A great wearable pant', 'Awesome pants', 'One of my favorite pairs of pants', 'Great/Sturdy', 'I love these pants', 'A LOT of Pockets', 'new favorite pants', 'Great product, great seller', 'Very functional pants with style too', 'Pricey - but good quality', 'Just Unbeatible', 'very flattering!', 'Best...Pants...Ever!', ""I dig 'em.  More than the 5.11 pants"", 'great pair of pants , well made.', 'Excellent product', 'Wow!', 'Great pants', 'Pants', 'Great Pants', 'Blackhawk does not disappoint', 'exceeded expectations', 'good design. poor fit', 'Loved the shorts, so I bought these pants! Same exact design as the shorts except they are pants.', 'Tough', 'Nice pants', 'Good pant, one issue', 'Comfortable and rugged', 'great product for price.', 'great', 'I would buy them again', 'Tactical pants for the matching shirt', 'Awesome Pants!', 'Best Pants, Tactical or Casual!!!', 'More like Dockers than Cargos', 'Addicted', 'Pants', 'Like wearing a backpack', 'GREAT CARGO PANTS', 'Great pants', 'these are great buy them!', 'Excellent product!!!', '.', 'Blackhawk tactical pants', 'Nice quality', 'Gets the job done', 'These pants are junk,', 'super quality,excellent construction, best pants ever!', 'Perfect fit. High quality material.', 'Blackhawk - simply the best', 'Love all the extra cargo pockets', 'If you dont like em send em to me.', 'It looks good.', 'Rugged and good looking']"
B001TR0UZI,"['This is a must for me', 'good purse holder', 'Great idea and it works.', 'Pretty Useful, Handy Gadget!!', 'A Handy Thing To Have When Travelling', 'very handy but complicated', 'Good buy', 'perfect!', 'Simple and Wonderful', 'Traveling with ease', 'I LOVE THIS!', ""It's going to workout just fine, thanks."", 'very handy', 'Not wonderful', 'Works just as desribed', 'Clever and useful gadget', 'Allowed us to piggy back two bags on top of a standard sized roll aboard', 'Really wanted it to work but have to return.', 'Hope I can figure out how to use it.', 'Travelon Bag Bungee, Black, One Size', 'works well!', 'Great!', 'Bag Bongee rocks!', 'Good on the go', 'What a great find!', 'Loved it', 'Good accessory', 'is excellent,', ""Great Idea, but Doesn't Work With Every Bag"", 'Problem solved!!!', 'Makes travel easier!', 'Great gizmo!', 'Great little invention', ""Lost my first one, realized I can't travel without it!"", 'I love this!', 'Does the needful', 'Extremely handy!', 'Simply Awesome!', 'Great travel accessory', 'LOVED IT!', 'nice strap', 'Nice idea and good execution', 'Great idea!', 'Works Great', 'Great investment. Definite time saver', 'LOVE IT: ) Great item', 'Super convenient', 'AWESOME! WAY better than a strap that loops through the handles of the luggage & carry-on!', 'got this for a guitar', 'Not sure if this will work.', 'Bag Bungee', 'Helpful with Liggage', 'Every roller needs one of these', 'Really helpful and clever', 'works well', ""It's good once you figure how to use it."", 'Grrreyytt !', 'Made my trip so much more easier', 'Wish I had known about this years ago.', 'Great for airports...', 'Great help when carrying 2 bags', 'Wonderful', 'Must have travel item!', 'Last minute purchase, pays off', 'so handy for travel', 'Great product', 'lifesaver', 'Makes it much easier to drag things around the airport']"
B001V7UAZ6,"['Silky Soft Sleepwear', 'Night gown', 'She loved it and fits great and is very comfortable', 'modest but sexy', 'Great Product', 'Super comfortable', 'Like it', 'cool and comfortable', 'Love these gowns!!', 'No thank you.', 'sexy', 'so soft', 'Cute & Comfy', 'Oh so soft!', 'vanity fair night gowns', 'feels soft but it isnt flattering to small frames', 'Great!', 'Bought it for my mom', 'Lovely nightie', 'loves it!', 'So comfy!', 'great gift', 'Perfect', 'loved it!!!', 'Gets Runs', 'Silky and Soft', 'Works like a charm', 'Vanity Fair Women Coloratura Short Gown, Purity Blue, X-Large', 'Love It!', 'love this product', 'Nightgown', 'Okay nightgown', 'Night Gown', 'SO COMFORTABLE', 'This is exactly how the gown looks', 'Nice gown at a great price', 'Good Product', 'Great for our hot summers!', 'I received a return!', 'Nice , but thin', 'PERFECT', 'Very comfortable!', 'perfect in many ways...', 'Beautiful and Comfortable', 'I am using it right now', 'Comfy gown', 'Cool!', 'Very Pretty and Sexy Too :)', 'Love it', 'Looks Very Nice', 'So comfy', 'Feels, looks and sleeps wonderful!', 'Nice light weight nighty', 'LOVE LOVE LOVE', 'Best nightgown under $15 out there right now', 'Worth every penny!', 'ginger AZ', 'Great, comfy nightgown']"
B0020ML3F2,"['Work socks', 'Happy Customer !', 'Comfy and Good Quality', 'my go to socks', 'Thank goodness for socks!', 'No problems with black socks', 'solid.', 'These are great casual socks! Thick, comfortable and stay put.', 'not what I wanted', 'Not durable', 'They are comfy and nice fitting', 'They stretch, but kind of short', 'Love these socks!', 'Not too sure ...', 'Great socks', 'Do not buy', 'Great fit for a small foot', 'socks, womens', 'warm feet in winter', 'Mixed', ""Yup they're basic black socks"", 'Socks are good', 'Great Socks!', 'black socks', 'Good everyday sock', ""Fruit of the Loom Women's 6pk Cushioned Black Crew Socks - Medium"", ""They're not awesome but good enough"", 'Well fitting', 'Comfy', 'Warm, but linty', 'They did not work for me', 'YAY for socks.', 'Great socks.', 'OK for my purposes', 'Good socks', 'Easy to put on', 'COMFORTABLE', 'Good sale!', 'NIce socks', 'good deal', 'Nice fit', 'They are thick', ""Life can sock, but that isn't always bad"", 'Hold up well', 'Great fit!', 'nothing is like it used to be', ""They're socks...."", 'These socks are always good', 'Cozy socks', ""Good for 2 wears then it's all downhill.""]"
B0024FAPTA,"['love it!!', 'Great silver hoops', 'Nice hoop earrings', 'Good gift for wife', 'Should have returned them!!  :(', 'Real Silver', 'My wife likes these', 'Nice hoop', 'Silver hoop earrings', 'Better Than Expected', 'saved me shopping locally', 'LOVE these', 'Simple, beautiful and just the right size', 'Love!', 'I like a lot', 'Perfect for mom!', 'Perfect!', 'Love these earrings!', 'Terrific Earrings', 'Pretty', 'I really liked these', 'Very pretty', 'Nice but nothing special.', 'nice looking.', 'Earrings are beautiful.', 'nice', 'Perfect', 'Great,but good for airport security', ""I've purchased these twice..."", 'Perfect hoops!', 'disappointed', 'Very nice choice!', 'pretty earrings', 'Great earrings', 'These are silver plated and the silver wears off after a while', 'Look nice but...', 'changed colors', 'Very nice and good quality', 'Great for everyday', 'TERRIBLE!', 'Small, well made and wear well.', 'nice pair of hoops', 'Cute earrings but clasp are a little difficult...', 'wear these daily', 'Nice:)', 'Very nice quality', 'Great hoops', 'Sterling Silver 2.0"" Hoop Earrings - I LOVE!!!', 'Great Hoops', 'Happy Wife', 'Poor Quality']"
B0026P45QW,"['Good Support', 'Sized Small', 'meh', 'THEEEE most comfortable piece of clothing made for women....', ""Best bra I've had in a long time..."", 'Just Right', 'best bra ever', 'Good qulaity but fit is a little strange', 'Was Really Surprised', 'GREAT BRA', 'Like this one.', 'playtex 18 hr. bra!', 'Great bra', 'Great bra', 'Playtex is a great bra ...', 'Finally a great bra!', 'Bras', 'Beautiful Bra~', 'Really pleased.', 'No Padding', 'good fit!!', 'Not for my shape !!', 'Comfortable...could offer considerably more support', 'Every day comfort bra', 'Well made, comfortable', 'Wish they made it in a 34 band size, but it is very comfy.', 'It really is smoothing!', 'Ladies...', 'New Best Bra', 'Comfort and support, wire free.', 'Great Bra', 'comfortable comfortable comfortable', 'It is my favorites', 'I really like it so I reordered in bigger cup size', 'Great fit and so  comfortable', 'Like it', 'too small and too large', 'Playtex bra review', 'Not the same as what I had previously', 'Fantastic Bra!', 'Best of the Playtex bras', 'The girls are comfy and look good', 'tight', 'Comfortable bra that provides real support.', 'Nice', 'I could live in this bra!', 'Good buy', 'Comfy', 'Finally! Support AND comfort!', 'Its a bra', ""These reviews don't lie: comfortable and keeps my middle-aged DDD tatas nice and high and pert! with good side smoothing"", 'Best Bra', 'Waist size as expected But, CUP SIZE Runs ""Little Big""...(at least for me,...a 40D typically).l', 'Comfortable! For large women that lower band can be ...', 'Good Bra', 'Pretty color.', 'Comfortable but Boring', '42B Bra', 'Bra', 'Ran very small', ""I'm sold!"", 'Comfy and secure', 'bra', 'Great bra!', 'Great', 'Good', 'A Nurses Dream', 'Buying more', 'Very Comfortable!', 'Supportive', ""I'm wearing it already"", 'What can I say', '18 hours is no joke!', 'Great bra', ""A great color you can't often find in stores!"", 'COMFORTABLE!', 'Comfortable', 'Very soft and comfortable', 'The fabric..', 'Playtex is the Brand to go', 'Too small', 'Side boob problems', 'very good', 'Comfortable', 'COMFORT AND STYLE..', 'Fits great!', 'Just Right', 'Finally a Bra that fits!', 'Not as pictured', 'good product', 'a liitle tight then stretches to comfortable', ""Didn't quite do the job....."", 'Great Support', 'Bra', 'Be Comfortable For 18 Hours And More!!!', 'My kind of bra', 'a ""work"" bra', 'For smaller women', 'Playtex 18 hour Smoothing Bra Rose', 'good Bra', 'One of A Kind', 'Nice and comfy', 'Is very comfortable', 'seamless bra', 'Love this bra!', ""Pretty Looking - Doesn't Fit Smoothly"", 'comfort for your money', '***UPDATE Note the Black Bra lasts longer than the Beige!', 'The Best !', 'A good bra for a woman who needs a good bra', 'SO COMFORTABLE & GREAT SUPPORT', 'Comfy and great price', 'Good Coverage, Comfortable Straps, No Underwire']"
B0027ZC7WK,"['perfect sandals', 'Cool looking & comfortable', 'clarks rise sandal', 'Great Sandal', 'Nice sandals', 'Perfect sandals', 'Meh...', 'I love these sandles', 'Comfy shoes at a bargain price', 'Comfortable and provide arch support', 'Clarks Sandals', 'Inconsistent Sizing - 8.5 is tight versus the same one I bought from the Store', 'Super comfortable', 'Looked better in person than in picture.', 'great value and comfort', 'Feel good, wear well', 'A pleasure to wear', 'Clarks', 'sandals', 'Extremely comfortable!', 'Comfortable.  Good sale for retired person.', 'In love', 'Casual Sandal', 'So comfortable and practical', 'Very comfortable', 'Not really denim but still a nice sandal.', ""Can't Beat Clarks For Comfort"", 'Out of the box comfort', 'CLARKS SANDAL', 'perfect size', 'Winner', 'Clark Shoes  Awesome Sanadals Great Service and price!', 'Best Comfort Sandal', 'Comfort plus!', 'narrow', ""Clarks Women's Rise Casual Sandal"", 'comfort', 'Good support, nice style & color!', 'One shoe was too wide in front.', 'Just for me!', 'Nice', 'Easter gift for Mom', 'GREAT', 'shoes', 'Perfect for Disney', 'Comfortable Shoe', 'very comfortable', 'Super comfortable', 'nice sandals but....', 'Ready for those walking tours', 'As always, Clarks succeed in comfort', 'A repeat order', 'Clark casual sandals.', 'Nice Clark Sandal!']"
B0027ZCXRO,"['Price is right and works great!', 'Holds well', 'Very handy', 'Great tape', 'Lifesaver', 'The best clothing tape I have ever purchased!!!', 'Very Good Product', 'Fantastic', 'Perfect with a little practice!', 'Works well.... sometimes', 'Not impressed with quality', ""It Doesn't Work!"", ""Haven't really used yet!"", 'WAYYYYY BETTER THAN HOLLYWOOD FASHION TAPE', 'ok', 'Good product', 'body tape', 'Amazingly sticky and does not hurt', 'Used it for our wedding', 'Good for photos', 'Braza body and clothing tape', 'Where has this been all my life!', 'Worked as advertised', 'Works Great!', ""Finally, I don't have to keep adjusting my clothing"", 'Hmmm', 'Handy', 'sticks just right', 'Perfect!', 'strong and secure grip', 'Works if you use enough', 'Great solution to keep clothing in place', 'NO NO NO', 'This stuff works!!!', 'It could be better &#8211;', 'Works very well, great idea.', 'Keeps blouse gaps away!', 'Great product', 'OMG this is Awful', 'Read reviews', 'Three Stars', 'Works Well.', 'yessiree!', ""Does it's job"", 'ok', 'great to keep the bits and pieces in check', 'Good tape', 'Good', 'Sticks Well, Backing Hard to Remove.', 'Strap stays where it belongs', 'Ehhh, just okay.', 'I had hoped for better performance.', 'Does as expected', 'Great Stuff!']"
B0029F269C,"['Comfy and stylish', 'Love this hat!!!!', 'Great quality', 'Disappointed in quality.', 'Not sturdy enough', 'Great protection and look!', 'Great beach hat!', 'Love this hat', 'Best Fitting Hat', 'It needs a tie string', 'Another Scala hat to love...', 'Best hats ever!!!', 'Perfect sun hat', 'Not good', 'GREAT BUY!!!', 'Like the size of the hat!', 'PERFECT for what I needed it for', 'Great gardening hat with UPF50+ rating', 'Great hat', 'Finally!', 'Third Scala cotton hat', 'Versatile hat', 'summer hat', 'A little to big', 'Perfect sun hat', 'Very nice hat', ""The Summer Hat I've Waited for My Whole Life"", '""You can do it, Green Hat!""', ""Just wasn't me"", 'Hello sunny days!!!', 'I LOVE THIS HAT!', 'Great packable hat', 'I love this hat!!', 'Coolifying', 'Sweet hat!', 'Love this hat', 'I LOVE THIS HAT!!', 'Great color, sturdy construction and cute!', 'Spot clean or else...........', 'Red Hat Woman', 'Wonderful sun hat!!', 'hat', 'DORMAN COTTON SUN HAT - AQUA', 'I love it', 'Great hat !!!', 'Wish it were smaller', 'scala Hats', 'Great hat!', 'Best hat I have had', 'Scala is my Hat of Choice', 'Meh...']"
B0029HQLP0,"['Soft, intense color and great value.', 'Pashmina scarf', 'Great buy and Soft!', 'Not Pashmina!', 'Great inexpensive option', 'Perfect Mustard Yellow', 'pretty and functional scarf', 'Not what I expected', 'Viscose scarf?', 'black pashmina', 'Beautiful', 'Silky, nice.', 'Beautiful', 'Disappointing.', 'Appears to me to be a soft gray ......not a soft silver', 'Exactly what I wanted', 'You get what you pay for.', 'Pashmina Scarfs Wrap Throw Vibrant Pink Review', 'Awkward Size Unless Wearing as a Shawl', 'overall a 4 star, but each color is a little different', 'Great color', 'Excellent', 'Stunning scarf-georgeous colors!', 'Nice :)', 'I always have a good experience with these scarfs', 'Classy Scarf', 'Not quite like the picture', 'This is a scarf', 'Great Pashmina for the Price', 'cheesy, but inexpensive', 'NICE GIFT', 'Beautiful but colors are not as they appear', 'Just like in the picuture', 'very nice', 'Bridesmaids', 'Great scarf for the price', 'Happy with', 'Flimsy Material', 'NOT IN THE UNITED STATES!!!!!!!!!!', ""Colors don't stay the same from week to week"", 'beautiful scarf', 'Very soft', 'love the color, the length the quality', '100% Viscose - Man Made Fibre', 'HOT!', 'Nice Scarf Perfect Color', 'Such Gorgeousness, at a Great Price!', 'Love it', 'Emerald Green with Envy!', 'Great product', 'Coral Orange was not Coral color', 'Pashmina Scarf', 'Purple', 'Deep Pink is NOT a pink in my opinion', 'Disappoited', 'very nice', 'Beautiful color!', 'The color probem. All the colors were different from described!', 'Great Color and Price', 'Deceiving photo', 'pashima', 'very soft and feminine scarf', 'Great scarf for the price', 'Wonderful!', 'pashmina scarf', 'Soft and comfy!', 'Good quality', 'My daughter loves it!', 'Not satisfied', 'Hit or miss.', 'Beautiful Turquoise Color', 'Color as is on picture', 'Cheap, cheap, cheap!!', 'Great quality', 'Excellent', 'Great!', 'Pashmina Scarf Shawl Wrap Throw', 'What can I say?', ""It's pashmina, not viscose."", 'Scarf', 'GREAT BUY GREAT QUALITY', 'Elegant product']"
B002APTA9K,"['Best pants ever', 'Good fit, look nice', 'what a great pant!', 'Fit good but order a little bigger so it fits', 'Excellent Fit', 'Stylish but form-fitting', 'Top Quality, Reliable Fit', 'I like', 'Love these pants', 'Great', 'Great Pants! Another Docker Classic!', 'Amazing Fit, much better than D3', 'Good fit and wash well', 'Clean looking pant', 'Great pants, very comfortable', 'Great Gift', 'Heck, the Fit is Better than Expected', 'Nice!! :)', 'Great pants', 'If you are average to big, go with D3', 'waist to big', 'great fit', 'The best khaki pants ever!', 'Husband likes!', 'dockers pants', 'Read this for tips on sizing- This is a great product!', 'Good quality', 'A bit heavier than expected; short inseam; but basically comfortable', 'Great pants', 'Love it', 'Nice trousers', 'Some of the Best!', 'Well made.', 'Nice looking pants', 'Good fit and value', 'Slacks...pants...etc', 'Like them alot!', 'Perfect!', 'Dockers Khaki Pants', 'Really nice straight leg fit', 'Khaki D2', 'A classic!', 'Ended-up returning', 'Good for the price', 'Dependable, not the best', 'Great Pants!', 'Happy husband!', 'Bought 3 pair', 'Nice fit, great color (military green)', 'Very Nice Pants!', 'Great Fit!', 'nice pants', 'Found it at Amazon', 'Good fit, but not the greatest quality and durability (but it is cheap...)', 'The price was right, the fit was perfect...', 'Perfect fit..', 'Encouragement ...', 'Decent, but not great.', 'Could be better', 'Only Pants that Fit Me Good', 'For My Tall, Skinny Son', 'Great pants', 'MOM GOT THESE FOR ME AS A GIFT & WITH ONLY THE WAIST AND INSEAM THEY WERE PERFECT', 'Good value & suitable for work', 'They look nice but the fit is tight in the thigh/quad area.', 'Get what you pay for', 'Pants are not for ""sail""', 'Great pants', ""Nice pants, but don't stay as wrinkle free as other pair of Dockers Signature Khakis"", 'Great pants - snug fit and comfortable', 'Dockers pants', 'Dockers - great quality, as always', 'Dockers Rocks..', 'Great pants - good price too!', 'Dockers pants is all i wear', 'Success', 'dockers pants D2 straight flat front', 'Just fine', 'My body style is not D2...', 'Dockers', 'Good buy', 'not too dressy, not too casual', 'Bought for 13 year old slim son', 'Bought for my son', 'Fit well, wash up well.', 'Buy these all the time for my hubby', ""Can't go wrong"", 'very satisfied', 'Good quality', 'fits really well', 'great fabric', ""Docker's pants"", 'Comfortable and good looking', 'Great pants', 'Great, reliable pants', 'Classic styling; durable pants', 'pants', ""Dockers Men's Signature Khaki D2 Straight Fit Flat Front Pant"", 'No Complaints', 'DOCKERS 42X30 STRAIGHT FIT FLAT FONT PANT ARE ILL SIZED.....', 'Good pants', 'Nice pair of pants.']"
B002APVF70,"['Great pair of pants', 'I like these pants - My third pair. Wish fabric was tougher.', 'Okay pants, poor QC', 'I like a stiff material and this one was too soft ...', 'Very nice pants', 'Good Pants', 'Sam', 'Fit Great', 'Exactly as described', 'Dockers', 'Material feels like canvas', 'Great Value', 'Hassle Free Purchase', 'Nice  pants', 'Great pants! Recommend this seller', 'Sharp looking pants', 'Perfect fit', 'Another Nice Docker', 'Just a little on the loose side, but not too bad', 'Comfortable, Good Looking Pair of White Dockers for These Rancorous NYC Summer Days', 'Nice slacks at a nice price', 'Good buy', 'nice pants', 'Great Pants, Excellent Material!', 'An excellent purchase', 'poor quality', 'Not a huge Docker fan but they did the trick', 'Great Fit!', 'Great look', 'weird sizing', ""Dockers Men's Khaki pants"", 'Very nice pants', ""Dockers Men's Signature Khaki Pant"", 'A little small', 'designed to wrinkle', 'Great Pants', 'He likes them!', 'Longer than Normal', 'Great value and fit', 'Super comfortable!', 'Looking good', 'Very elegant', 'Fit well', 'noisy pants', 'Great Slacks!', 'Reliable Fit', 'Pants wearers, can I offer some advice?', 'Nice pants', ""Despite the negative reviews i'm onto my third pair.."", 'great khakis..', ""You can't go wrong with Dockers..."", 'Holding up better than most dockers, but snug fit', 'Nice material', ""Dockers Men's"", 'As expected', 'Winter White is right', 'Super nice pants for long legs, slim waist', 'Classic dockers']"
